entity,thing,typee
Boris Johnson Biography," Allegra Owen, Marina Wheeler",Spouse/Ex-
Boris Johnson Biography, Stanley Johnson,father
Boris Johnson Biography, Charlotte Johnson Wahl,mother
Boris Johnson Biography," Jo Johnson, Leo Johnson, Rachel Johnson",siblings
Boris Johnson Biography," Cassia Peaches Johnson, Lara Lettice Johnson, Milo Arthur Johnson, Theodore Apollo Johnson",children
Joseph Goebbels Biography, Magda Ritschel,Spouse/Ex-
Joseph Goebbels Biography, Fritz,father
Joseph Goebbels Biography, Katharina Maria,mother
Joseph Goebbels Biography," Elisabeth, Hans, Konrad, Maria",siblings
Joseph Goebbels Biography," Harald, Hedwig Johanna, Heidrun Elisabeth, Helga Susanne, Helmut Christian, Hildegard Traudel, Holdine Kathrin",children
Rudolf Hess Biography, Ilse Pröhl,Spouse/Ex-
Rudolf Hess Biography, Fritz Hess,father
Rudolf Hess Biography, Clara Hess,mother
Rudolf Hess Biography," Alfred Hess, Margarete Hess",siblings
Rudolf Hess Biography, Wolf Rüdiger Hess,children
Andrew Cuomo Biography, Kerry Kennedy (m. 1990–2005),Spouse/Ex-
Andrew Cuomo Biography, Mario Cuomo,father
Andrew Cuomo Biography, Raffa Matilda,mother
Fidel Castro Biography," Dalia Soto del Valle (m. 1980), Mirta Diaz-Balart (m. 1948–1955)",Spouse/Ex-
Fidel Castro Biography, Ángel Castro y Argiz,father
Fidel Castro Biography, Ángela María Castro Ruz,mother
Fidel Castro Biography," Agustina Castro, Angelita Castro, Enma Castro, Juanita Castro, Ramón Castro, Raúl Castro",siblings
Fidel Castro Biography," Alex Castro-Soto, Alexis Castro-Soto, Alina Fernández, Angel Castro-Soto, Antonio Castro-Soto, Fidel Ángel Castro Díaz-Balart Alejandro Castro-Soto, Francisca Pupo, Jorge Angel Castro",children
Leon Trotsky Biography," Aleksandra Sokolovskaya (m. 1899–1902), Natalia Sedova (m. 1903–1940)",Spouse/Ex-
Leon Trotsky Biography, David Bronshtein,father
Leon Trotsky Biography, Anna,mother
Leon Trotsky Biography," Alexander, Liza, Olga",siblings
Leon Trotsky Biography," Lev Sedov, Nina Nevelson, Sergei Sedov, Zinaida Volkova",children
Benjamin Netanyahu Biography," Fleur Cates (1981–1984), Miriam Weizmann (1972–1978), Sara Ben-Artzi (1991–present)",Spouse/Ex-
Benjamin Netanyahu Biography, Prof. Benzion Netanyahu,father
Benjamin Netanyahu Biography, Tzila Segal,mother
Benjamin Netanyahu Biography," Avner, Noa, Yair",children
David Duke Biography, Chloe Hardin (m. 1974–1984),Spouse/Ex-
David Duke Biography, David H. Duke,father
David Duke Biography, Alice Maxine Crick,mother
David Duke Biography," Erika Duke, Kristin Duke",children
Atal Bihari Vajpayee Biography, Krishna Bihari Vajpayee,father
Atal Bihari Vajpayee Biography, Krishna Devi,mother
Atal Bihari Vajpayee Biography, Prem,siblings
Woodrow Wilson Biography," Edith Wilson, Ellen Axson Wilson",Spouse/Ex-
Woodrow Wilson Biography, Joseph Ruggles Wilson,father
Woodrow Wilson Biography, Jessie Janet Woodrow,mother
Woodrow Wilson Biography," Anne E. Wilson Howe, Joseph Ruggles Wilson, Jr.",siblings
Woodrow Wilson Biography," Eleanor Wilson McAdoo, Jessie Woodrow Wilson Sayre, Margaret Woodrow Wilson",children
Dianne Feinstein Biography," Richard C. Blum (m. 1980), Bertram Feinstein (m. 1962–1978), Jack Berman (m. 1956–1959)",Spouse/Ex-
Dianne Feinstein Biography, Leon Goldman,father
Dianne Feinstein Biography, Betty,mother
Dianne Feinstein Biography, Katherine Feinstein Mariano,children
Paul Ryan Biography, Janna Little (m. 2000),Spouse/Ex-
Paul Ryan Biography, Paul Murray Ryan,father
Paul Ryan Biography, Elizabeth H. Ryan,mother
Paul Ryan Biography," Charles Ryan, Elizabeth Ryan, Samuel Ryan",children
Ulysses S. Grant Biography, Julia Grant,Spouse/Ex-
Ulysses S. Grant Biography, Jesse Root Grant,father
Ulysses S. Grant Biography, Hannah Grant,mother
Ulysses S. Grant Biography," Ellen Wrenshall Grant, Frederick Dent Grant, Jesse Root Grant, Ulysses S. Grant Jr.",children
John Kerry Biography," Teresa Heinz (m. 1995), Julia Thorne (m. 1970–1988)",Spouse/Ex-
John Kerry Biography, Richard Kerry,father
John Kerry Biography, Rosemary Forbes Kerry,mother
John Kerry Biography," Alexandra Kerry, Vanessa Kerry",children
Dan Quayle Biography, Marilyn Quayle,Spouse/Ex-
Dan Quayle Biography, James Cline Quayle,father
Dan Quayle Biography, Martha Corinne,mother
Dan Quayle Biography," Ben Quayle, Corinne Quayle, Tucker Quayle",children
Mitt Romney Biography, Ann Romney (m. 1969),Spouse/Ex-
Mitt Romney Biography, George Romney,father
Mitt Romney Biography, Lenore Romney,mother
Mitt Romney Biography," Ben Romney, Craig Romney, Josh Romney, Matt Romney, Tagg Romney",children
Al Gore Biography, Mary Elizabeth Aitcheson Gore (m. 1970; div. 2010)),Spouse/Ex-
Al Gore Biography, Albert Gore,father
Al Gore Biography, Pauline LaFon Gore,mother
Al Gore Biography, Nancy Gore Hunger,siblings
Al Gore Biography," Karenna Gore Schiff, Kristin Gore",children
Mao Zedong Biography," 1889 – 1910), Luo Yixiu (October 20), He Zizhen (1910–1984), Jiang Qing (1914–1991), Yang Kaihui (1901–1930)",Spouse/Ex-
Mao Zedong Biography, Mao Yichang,father
Mao Zedong Biography," Wén Qīmèi (Xiangxiang),",mother
Mao Zedong Biography," Mao Zejian (1905–1929), Mao Zemin (1895–1943), Mao Zetan (1905–1935)",siblings
Mao Zedong Biography," Li Min, Li Na, Mao Anhong Mao Anlong, Mao Anqing, Mao Anying",children
Imran Khan Biography," Bushra Maneka (m. 2018), Jemima Khan (m. 1995–2004), Reham Khan (m. 2015–2015)",Spouse/Ex-
Imran Khan Biography, Ikramullah Khan Niazi,father
Imran Khan Biography, Shaukat Khanum,mother
Imran Khan Biography," Aleema Khanum, Rani Khanum, Rubina Khanum, Uzma Khanum",siblings
Imran Khan Biography," Qasim Khan, Sulaiman Khan",children
Vladimir Lenin Biography, Nadezhda Krupskaya (m. 1898–1924),Spouse/Ex-
Vladimir Lenin Biography, Ilya Ulyanov,father
Vladimir Lenin Biography, Maria Alexandrovna Blank,mother
Vladimir Lenin Biography," Aleksandr Ulyanov, Anna Ilichina Ulianov, Dimitri Ilich Ulianov, Mariya Ilichina Ulianov, Nikolai Ilich Ulianov, Olga Ilichina Ulianov",siblings
Jeff Sessions Biography, Mary Blackshear Sessions (m. 1969),Spouse/Ex-
Jeff Sessions Biography," Jefferson Beauregard Sessions, Jr.",father
Jeff Sessions Biography, Abbie Powe,mother
Jeff Sessions Biography," Mary Abigail Sessions, Ruth Sessions Walk, Sam Sessions",children
John Adams Biography, Abigail Adams,Spouse/Ex-
John Adams Biography, John Adams Sr.,father
John Adams Biography, Susanna Boylston,mother
John Adams Biography," Elihu Adams, Peter Adams",siblings
John Adams Biography," Abigail Adams Smith, Charles Adams, Elizabeth Adams, John Quincy Adams, Susanna Adams, Thomas Boylston Adams",children
Rick Scott Biography, Frances Annette Holland (m. 1972),Spouse/Ex-
Saddam Hussein Biography," Nidal al-Hamdani (m. 1990–2006), Sajida Talfah (m. 1963–2006), Samira Shahbandar (m. 1986–2006)",Spouse/Ex-
Saddam Hussein Biography, Subha Tulfah al-Mussallat,mother
Saddam Hussein Biography," Awad Hamed al-Bandar, Barzan Ibrahim",siblings
Saddam Hussein Biography," Hala Hussein, Qusay Hussein, Raghad Hussein, Rana Hussein, Uday Hussein",children
Subhas Chandra Bose Biography, Emilie Schenkl,Spouse/Ex-
Subhas Chandra Bose Biography, Janakinath Bose,father
Subhas Chandra Bose Biography, Prabhavati Devi,mother
Subhas Chandra Bose Biography, Sarat Chandra Bose,siblings
Subhas Chandra Bose Biography, Anita Bose Pfaff,children
Harry S. Truman Biography, Bess Truman,Spouse/Ex-
Harry S. Truman Biography, John Anderson Truman,father
Harry S. Truman Biography, Martha Ellen Young Truman,mother
Harry S. Truman Biography, Margaret Truman Daniel,children
Mikhail Gorbachev Biography, Raisa Gorbachova (m. 1953–1999),Spouse/Ex-
Mikhail Gorbachev Biography, Sergey Andreyevich Gorbachev,father
Mikhail Gorbachev Biography, Maria Panteleyevna Gorbacheva,mother
Mikhail Gorbachev Biography, Irina Mihailovna Virganskaya,children
Andrew Jackson Biography, Rachel Donelson,Spouse/Ex-
Andrew Jackson Biography, Andrew,father
Andrew Jackson Biography, Elizabeth Hutchinson Jackson,mother
Andrew Jackson Biography, Hugh,siblings
Andrew Jackson Biography," Andrew Jackson, Andrew Jackson Donelson, Andrew Jackson Hutchings, Anthony Butler, Carolina Butler, Daniel Smith Donelson, Edward Butler, Eliza Butler, John Samuel Donelson, Lyncoya Jackson",children
Jacob Rees-Mogg Biography, Helena de Chair (m. 2007),Spouse/Ex-
Jacob Rees-Mogg Biography, William Rees-Mogg,father
Jacob Rees-Mogg Biography, Gillian Morris,mother
Jacob Rees-Mogg Biography," Anselm Charles Fitzwilliam Rees-Mogg, Mary Anne Charlotte Emma Rees-Mogg, Peter Theodore Alphege, Sixtus Dominic Boniface Christopher Rees-Mogg, Tom Wentworth Somerset Dunstan Rees-Mogg",children
Mike Pence Biography, Karen Pence (m. 1985),Spouse/Ex-
Mike Pence Biography," Audrey Pence, Charlotte Pence, Michael Pence",children
Benito Mussolini Biography," Ida Dalser, Rachele Mussolini",Spouse/Ex-
Benito Mussolini Biography, Alessandro Mussolini,father
Benito Mussolini Biography, Rosa Maltoni,mother
Benito Mussolini Biography," Arnaldo Mussolini, Edvige Mussolini",siblings
Benito Mussolini Biography," Anna Maria Mussolini, Benito Albino Mussolini, Bruno Mussolini, Edda Mussolini, Romano Mussolini, Vittorio Mussolini",children
Robert F. Kennedy Biography, Ethel Skakel,Spouse/Ex-
Robert F. Kennedy Biography, Joseph P. Kennedy,father
Robert F. Kennedy Biography, Rose E. Fitzgerald,mother
Robert F. Kennedy Biography," Eunice Kennedy Shriver, Jean Kennedy Smith, John F. Kennedy, Joseph P. Kennedy Jr., Kathleen Cavendish, Patricia Kennedy Lawford, Rosemary Kennedy, Ted Kennedy",siblings
Robert F. Kennedy Biography," Christopher George Kennedy, Courtney Kennedy Hill, David Kennedy, Douglas Harriman Kennedy, Joseph P. Kennedy II, Kathleen Kennedy Townsend, Kerry Kennedy, Max Kennedy, Michael LeMoyne Kennedy, Robert F. Kennedy Jr., Rory Kennedy",children
Justin Trudeau Biography, Sophie Grégoire,Spouse/Ex-
Justin Trudeau Biography, Pierre Trudeau,father
Justin Trudeau Biography, Margaret Trudeau,mother
Justin Trudeau Biography," Alexandre Trudeau, Michel Trudeau",siblings
Justin Trudeau Biography," Ella-Grace Margaret Trudeau, Hadrien Grégoire Trudeau, Xavier James Trudeau",children
Bernie Sanders Biography, Jane O’Meara Sanders,Spouse/Ex-
Bernie Sanders Biography, Eli Sanders,father
Bernie Sanders Biography, Dorothy Sanders,mother
Bernie Sanders Biography, Larry Sanders,siblings
Bernie Sanders Biography," Carina Sanders, David Sanders, Heather Sanders, Levi Sanders",children
Margaret Thatcher Biography, Denis Thatcher (m.1951–2003),Spouse/Ex-
Margaret Thatcher Biography, Alfred Roberts,father
Margaret Thatcher Biography, Beatrice Ethel,mother
Margaret Thatcher Biography, Muriel,siblings
Margaret Thatcher Biography," Carol Thatcher, Mark Thatcher",children
Joe Biden Biography," Jill Biden, Neilla Hunter",Spouse/Ex-
Joe Biden Biography, Joseph R. Biden Sr.,father
Joe Biden Biography, Catherine Eugenia Finnegan,mother
Joe Biden Biography," Francis W. Biden, James Brian Biden, Valerie Biden",siblings
Joe Biden Biography," Ashley Biden, Beau Biden, Hunter Biden, Naomi Biden",children
B. R. Ambedkar Biography," Ramabai Ambedkar (m. 1906–1935), Savita Ambedkar (m. 1948–1956)",Spouse/Ex-
B. R. Ambedkar Biography, Ramji Maloji Sakpa,father
B. R. Ambedkar Biography, Bhimabai,mother
B. R. Ambedkar Biography, Bhaiyasaheb Ambedkar,children
Indira Gandhi Biography, Feroze Gandhi (m. 1942–1960),Spouse/Ex-
Indira Gandhi Biography, Jawaharlal Nehru,father
Indira Gandhi Biography, Kamala Nehru,mother
Indira Gandhi Biography," Rajiv Gandhi, Sanjay Gandhi",children
Angela Merkel Biography," Joachim Sauer, Ulrich Merkel",Spouse/Ex-
Angela Merkel Biography, Horst Kasner,father
Angela Merkel Biography, Herlind Kasner,mother
Angela Merkel Biography," Irene Kasner, Marcus Kasner",siblings
Mitch McConnell Biography," Elaine Chao (m. 1993), Sherrill Redmon (m. 1968; div. 1980)",Spouse/Ex-
Mitch McConnell Biography, Addison Mitchell McConnell,father
Mitch McConnell Biography, Julia McConnell,mother
Mitch McConnell Biography," Claire McConnell, Elly McConnell, Porter McConnell",children
Ted Kennedy Biography," Joan Bennett Kennedy (m. 1958–1982), Victoria Reggie Kennedy (m. 1992–2009)",Spouse/Ex-
Ted Kennedy Biography, Joseph P. Kennedy Sr. and,father
Ted Kennedy Biography, Rose Fitzgerald,mother
Ted Kennedy Biography," Eunice Kennedy Shriver, Jean Kennedy Smith, John F. Kennedy, Joseph P. Kennedy Jr., Kathleen Cavendish, Patricia Kennedy Lawford, Robert F. Kennedy, Rosemary Kennedy",siblings
Ted Kennedy Biography," Edward Jr, Kara, Patrick",children
Dwight D. Eisenhower Biography, Mamie Eisenhower,Spouse/Ex-
Dwight D. Eisenhower Biography, David Jacob Eisenhower,father
Dwight D. Eisenhower Biography, Ida Stover Eisenhower,mother
Dwight D. Eisenhower Biography," Earl D. Eisenhower, Edgar N. Eisenhower, Milton S. Eisenhower",siblings
Dwight D. Eisenhower Biography," Doud Eisenhower, John Eisenhower",children
Hillary Clinton Biography, Bill Clinton,Spouse/Ex-
Hillary Clinton Biography, Hugh E. Rodham,father
Hillary Clinton Biography, Dorothy Howell Rodham,mother
Hillary Clinton Biography," Anthony Rodham, Hugh E. Rodham Jr.",siblings
Hillary Clinton Biography, Chelsea Clinton,children
Thomas Jefferson Biography, Martha Wayles Skelton,Spouse/Ex-
Thomas Jefferson Biography, Peter Jefferson,father
Thomas Jefferson Biography, Jane Randolph,mother
Thomas Jefferson Biography, Randolph,siblings
Thomas Jefferson Biography," Jane Jefferson, Lucy Elizabeth Jefferson, Martha Jefferson Randolph, Mary Jefferson Eppes",children
Ted Cruz Biography, Heidi Nelson Cruz,Spouse/Ex-
Ted Cruz Biography, Rafael Cruz,father
Ted Cruz Biography, Eleanor Darragh,mother
Ted Cruz Biography," Caroline Camille Cruz, Catherine Christiane Cruz",children
Emmanuel Macron Biography, Brigitte Trogneux (m. 2007),Spouse/Ex-
Emmanuel Macron Biography, Jean-Michel Macron,father
Emmanuel Macron Biography, Françoise Macron-Nogues,mother
Elizabeth Warren Biography," Bruce H. Mann (m. 1980), Jim Warren (m. 1968 – div. 1978)",Spouse/Ex-
Elizabeth Warren Biography, Donald Jones Herring,father
Elizabeth Warren Biography, Pauline Herring,mother
Elizabeth Warren Biography," Alexander Warren, Amelia Warren Tyagi",children
Nelson Mandela Biography," Graça Machel (m. 1998), Evelyn Ntoko (m. 1944–1958), Winnie Madikizela-Mandela (m. 1958–1996)",Spouse/Ex-
Nelson Mandela Biography, Gadla Henry Mphakanyiswa,father
Nelson Mandela Biography, Nosekeni Fanny,mother
Nelson Mandela Biography," Madiba Thembekile Mandela, Makaziwe Mandela, Makgatho Mandela, Zenani Mandela, Zindziswa Mandela",children
Lyndon B. Johnson Biography, Lady Bird Johnson,Spouse/Ex-
Lyndon B. Johnson Biography, Samuel Ealy Johnson Jr.,father
Lyndon B. Johnson Biography, Rebekah Baines,mother
Lyndon B. Johnson Biography," Josefa Johnson, Lucia Johnson, Rebekah Johnson, Sam Houston Johnson",siblings
Lyndon B. Johnson Biography," Luci Baines Johnson, Lynda Bird Johnson Robb",children
Theodore Roosevelt Biography," Alice Lee (1880–1884), Edith Carrow (1886–1919)",Spouse/Ex-
Theodore Roosevelt Biography, Theodore Roosevelt Sr. (1831–1878),father
Theodore Roosevelt Biography, Martha,mother
Theodore Roosevelt Biography," Bamie Roosevelt, Corinne Roosevelt Robinson, Elliott Roosevelt I",siblings
Theodore Roosevelt Biography," Alice, Archie, Ethel, Kermit, Quentin, Theodore",children
Arnold Schwarzenegger Biography," Barbara Outland Baker, Maria Shriver",Spouse/Ex-
Arnold Schwarzenegger Biography, Gustav Schwarzenegger,father
Arnold Schwarzenegger Biography, Aurelia Jadrny Schwarzenegger,mother
Arnold Schwarzenegger Biography, Meinhard Schwarzenegger,siblings
Arnold Schwarzenegger Biography," Christina Schwarzenegger, Christopher Schwarzenegger, Joseph Baena, Katherine Schwarzenegger, Patrick Schwarzenegger",children
John F. Kennedy Biography, Jacqueline Bouvier,Spouse/Ex-
John F. Kennedy Biography, Joseph P. Kennedy Sr.,father
John F. Kennedy Biography, Rose Fitzgerald,mother
John F. Kennedy Biography," Edward Moore Kennedy, Eunice Kennedy, Jean Kennedy, Joseph P. Kennedy Jr., Kathleen Agnes Kennedy, Patricia Kennedy, Robert F. Kennedy, Rosemary Kennedy",siblings
John F. Kennedy Biography," 1963), Arabella (1956), Caroline B. (b. 1957), John F Jr. (1960–1999), Patrick B. (August 7-August 9",children
Dick Cheney Biography, Lynne Cheney (m. 1964),Spouse/Ex-
Dick Cheney Biography, Richard Herbert Cheney,father
Dick Cheney Biography, Marjorie Dickey,mother
Dick Cheney Biography," Elizabeth Cheney, Mary Cheney",children
Ronald Reagan Biography," Jane Wyman (1940–1949), Nancy Davis (1952–2004)",Spouse/Ex-
Ronald Reagan Biography, Jack Reagan,father
Ronald Reagan Biography, Nelle (Wilson) Reagan,mother
Ronald Reagan Biography, Neil (1908–1996),siblings
Ronald Reagan Biography," Christine Reagan, Maureen Reagan, Michael Reagan (adopted), Patti Davis, Ron Reagan",children
Abraham Lincoln Biography, Mary Todd,Spouse/Ex-
Abraham Lincoln Biography, Thomas Lincoln,father
Abraham Lincoln Biography, Nancy Lincoln,mother
Abraham Lincoln Biography," Sarah Lincoln Grigsby, Thomas",siblings
Abraham Lincoln Biography," Edward Baker, Robert Todd Lincoln",children
Adolf Hitler Biography, Eva Braun (m. 1945–1945),Spouse/Ex-
Adolf Hitler Biography, Alois Hitler,father
Adolf Hitler Biography, Klara Hitler,mother
Adolf Hitler Biography," Gustav, Ida",siblings
Barack Obama Biography, Michelle Obama,Spouse/Ex-
Barack Obama Biography, Barack Obama Sr.,father
Barack Obama Biography, Ann Dunham,mother
Barack Obama Biography," Abo Obama, Auma Obama, Bernard Obama, David Ndesandjo, George Obama, Malik Abongo Obama, Mark Okoth Obama Ndesandjo, Maya Soetoro-Ng",siblings
Barack Obama Biography," Malia Obama, Sasha Obama",children
Donald Trump Biography," Melania Trump (m. 2005), Ivana Trump (m. 1977–1992), Marla Maples (m. 1993–1999)",Spouse/Ex-
Donald Trump Biography, Fred Trump,father
Donald Trump Biography, Mary Anne,mother
Donald Trump Biography," Elizabeth, Fred Jr., Maryanne Trump Barry, Robert S. Trump",siblings
Donald Trump Biography," Barron Trump, Donald Trump Jr., Eric Trump, Ivanka Trump, Tiffany Trump",children
George W. Bush Biography, Laura Bush,Spouse/Ex-
Jimmy Carter Biography, Rosalynn Smith,Spouse/Ex-
George W. Bush Biography, George H. W. Bush,father
George W. Bush Biography, Barbara Bush,mother
George W. Bush Biography," Dorothy Bush Koch, Jeb Bush, Marvin Bush, Neil Bush, Robin Bush",siblings
George W. Bush Biography," Barbara Pierce Bush, Jenna Bush Hager",children
Jimmy Carter Biography, James Earl Carter Sr.,father
Jimmy Carter Biography, Lillian Gordy Carter,mother
Jimmy Carter Biography," Billy Carter, Gloria Carter Spann, Ruth Carter Stapleton",siblings
Jimmy Carter Biography," Amy Carter, Donnel Carter, Jack Carter, James Carter",children
